Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,CRSElapsedTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiOut,Cancelled,CancellationCode
2003,1,29,3,1309,1310,1357,UA,1027,N327UA,107,-2,-1,BUF,ORD,473,17,0,NA
2003,1,30,4,1301,1310,1357,UA,1027,N313UA,107,-10,-9,BUF,ORD,473,21,0,NA
2003,1,31,5,1608,1310,1357,UA,1027,N203UA,107,173,178,BUF,ORD,473,14,0,NA
2003,1,7,2,NA,1445,1610,UA,1027,000000,85,NA,NA,ORD,MSP,334,0,1,NA
2003,1,8,3,1441,1445,1610,UA,1027,N332UA,85,-4,-4,ORD,MSP,334,8,0,NA
2003,1,9,4,1444,1445,1610,UA,1027,N935UA,85,-3,-1,ORD,MSP,334,10,0,NA
2003,1,10,5,1501,1445,1610,UA,1027,N352UA,85,4,16,ORD,MSP,334,10,0,NA
2003,1,11,6,1444,1445,1610,UA,1027,N334UA,85,-11,-1,ORD,MSP,334,9,0,NA
2003,1,12,7,1448,1445,1610,UA,1027,N304UA,85,-4,3,ORD,MSP,334,8,0,NA
2003,1,13,1,1445,1445,1610,UA,1027,N307UA,85,6,0,ORD,MSP,334,23,0,NA
2003,1,14,2,1446,1445,1610,UA,1027,N365UA,85,6,1,ORD,MSP,334,14,0,NA
2003,1,15,3,1449,1445,1610,UA,1027,N332UA,85,-5,4,ORD,MSP,334,9,0,NA
2003,1,16,4,1443,1445,1610,UA,1027,N363UA,85,-9,-2,ORD,MSP,334,14,0,NA
2003,1,17,5,1446,1445,1610,UA,1027,N354UA,85,5,1,ORD,MSP,334,23,0,NA
2003,1,18,6,1452,1445,1610,UA,1027,N317UA,85,4,7,ORD,MSP,334,21,0,NA
2003,1,19,7,1510,1445,1610,UA,1027,N305UA,85,41,25,ORD,MSP,334,21,0,NA
2003,1,20,1,1444,1445,1610,UA,1027,N310UA,85,-4,-1,ORD,MSP,334,9,0,NA
2003,1,21,2,1501,1445,1610,UA,1027,N905UA,85,17,16,ORD,MSP,334,15,0,NA
2003,1,22,3,1459,1445,1610,UA,1027,N308UA,85,19,14,ORD,MSP,334,14,0,NA
2003,1,23,4,1444,1445,1610,UA,1027,N368UA,85,1,-1,ORD,MSP,334,29,0,NA
2003,1,24,5,1444,1445,1610,UA,1027,N335UA,85,-9,-1,ORD,MSP,334,9,0,NA
2003,1,25,6,1444,1445,1610,UA,1027,N337UA,85,14,-1,ORD,MSP,334,21,0,NA
2003,1,26,7,1448,1445,1610,UA,1027,N315UA,85,0,3,ORD,MSP,334,15,0,NA
2003,1,27,1,1444,1445,1610,UA,1027,N362UA,85,10,-1,ORD,MSP,334,21,0,NA
2003,1,28,2,1447,1445,1610,UA,1027,N309UA,85,8,2,ORD,MSP,334,18,0,NA
2003,1,29,3,1445,1445,1610,UA,1027,N327UA,85,-3,0,ORD,MSP,334,16,0,NA
2003,1,30,4,1442,1445,1610,UA,1027,N313UA,85,14,-3,ORD,MSP,334,28,0,NA
2003,1,31,5,1619,1445,1610,UA,1027,N307UA,85,83,94,ORD,MSP,334,7,0,NA
2003,1,1,3,1855,1840,2320,UA,1028,N830UA,160,11,15,DEN,CLE,1201,13,0,NA
2003,1,2,4,1848,1840,2320,UA,1028,N811UA,160,6,8,DEN,CLE,1201,10,0,NA
2003,1,3,5,1841,1840,2320,UA,1028,N840UA,160,13,1,DEN,CLE,1201,20,0,NA
2003,1,4,6,1836,1840,2320,UA,1028,N850UA,160,5,-4,DEN,CLE,1201,18,0,NA
2003,1,5,7,1832,1840,2320,UA,1028,N837UA,160,1,-8,DEN,CLE,1201,14,0,NA
2003,1,6,1,1920,1840,2320,UA,1028,N492UA,160,53,40,DEN,CLE,1201,16,0,NA
2003,1,7,2,1110,1115,1228,UA,1028,N337UA,73,-9,-5,STL,ORD,258,16,0,NA
2003,1,8,3,1109,1115,1228,UA,1028,N340UA,73,4,-6,STL,ORD,258,28,0,NA
2003,1,9,4,1108,1115,1228,UA,1028,N305UA,73,-3,-7,STL,ORD,258,26,0,NA
2003,1,10,5,1108,1115,1228,UA,1028,N360UA,73,6,-7,STL,ORD,258,22,0,NA
2003,1,11,6,1106,1115,1228,UA,1028,N905UA,73,-6,-9,STL,ORD,258,26,0,NA
2003,1,12,7,1103,1115,1228,UA,1028,N938UA,73,-15,-12,STL,ORD,258,18,0,NA
2003,1,13,1,1110,1115,1228,UA,1028,N333UA,73,-9,-5,STL,ORD,258,13,0,NA
2003,1,14,2,1112,1115,1228,UA,1028,N326UA,73,1,-3,STL,ORD,258,11,0,NA
2003,1,15,3,1106,1115,1228,UA,1028,N353UA,73,-4,-9,STL,ORD,258,25,0,NA
2003,1,16,4,1106,1115,1228,UA,1028,N323UA,73,-8,-9,STL,ORD,258,21,0,NA
2003,1,17,5,1110,1115,1228,UA,1028,N327UA,73,1,-5,STL,ORD,258,11,0,NA
2003,1,18,6,1109,1115,1228,UA,1028,N333UA,73,21,-6,STL,ORD,258,39,0,NA
2003,1,19,7,1106,1115,1228,UA,1028,N901UA,73,-17,-9,STL,ORD,258,14,0,NA
2003,1,20,1,1110,1115,1228,UA,1028,N326UA,73,-11,-5,STL,ORD,258,13,0,NA
2003,1,21,2,1111,1115,1228,UA,1028,N203UA,73,-16,-4,STL,ORD,258,10,0,NA
2003,1,22,3,1130,1115,1228,UA,1028,N332UA,73,4,15,STL,ORD,258,12,0,NA
2003,1,23,4,1107,1115,1228,UA,1028,N319UA,73,30,-8,STL,ORD,258,52,0,NA
2003,1,24,5,1105,1115,1228,UA,1028,N318UA,73,-11,-10,STL,ORD,258,21,0,NA
2003,1,27,1,1110,1115,1228,UA,1028,N345UA,73,-11,-5,STL,ORD,258,11,0,NA
2003,1,28,2,1111,1115,1228,UA,1028,N338UA,73,-15,-4,STL,ORD,258,11,0,NA
2003,1,29,3,1112,1115,1228,UA,1028,N312UA,73,-2,-3,STL,ORD,258,17,0,NA
2003,1,30,4,1113,1115,1228,UA,1028,N344UA,73,-10,-2,STL,ORD,258,11,0,NA
2003,1,31,5,1111,1115,1228,UA,1028,N320UA,73,-6,-4,STL,ORD,258,23,0,NA
2003,1,1,3,657,700,914,UA,1031,N912UA,134,-16,-3,PDX,LAX,834,7,0,NA
2003,1,2,4,657,700,914,UA,1031,N927UA,134,2,-3,PDX,LAX,834,13,0,NA
2003,1,3,5,655,700,914,UA,1031,N924UA,134,-12,-5,PDX,LAX,834,7,0,NA
2003,1,4,6,655,700,914,UA,1031,N916UA,134,5,-5,PDX,LAX,834,9,0,NA
2003,1,5,7,655,700,914,UA,1031,N932UA,134,-13,-5,PDX,LAX,834,8,0,NA
2003,1,6,1,654,700,914,UA,1031,N923UA,134,-8,-6,PDX,LAX,834,11,0,NA
2003,1,1,3,858,845,916,UA,1033,N851UA,91,4,13,CLE,ORD,316,20,0,NA
2003,1,2,4,843,845,916,UA,1033,N830UA,91,-2,-2,CLE,ORD,316,19,0,NA
2003,1,3,5,840,845,916,UA,1033,N811UA,91,1,-5,CLE,ORD,316,31,0,NA
2003,1,4,6,840,845,916,UA,1033,N840UA,91,-22,-5,CLE,ORD,316,14,0,NA
2003,1,5,7,841,845,916,UA,1033,N586UA,91,11,-4,CLE,ORD,316,31,0,NA
2003,1,6,1,847,845,916,UA,1033,N837UA,91,16,2,CLE,ORD,316,40,0,NA
2003,1,7,2,723,725,911,UA,1033,N835UA,166,16,-2,TPA,ORD,1012,15,0,NA
2003,1,8,3,723,725,911,UA,1033,N815UA,166,1,-2,TPA,ORD,1012,10,0,NA
2003,1,9,4,721,725,911,UA,1033,N838UA,166,-17,-4,TPA,ORD,1012,15,0,NA
2003,1,10,5,719,725,911,UA,1033,N827UA,166,-21,-6,TPA,ORD,1012,8,0,NA
2003,1,11,6,719,725,911,UA,1033,N845UA,166,-6,-6,TPA,ORD,1012,10,0,NA
2003,1,12,7,723,725,911,UA,1033,N813UA,166,6,-2,TPA,ORD,1012,19,0,NA
2003,1,13,1,724,725,911,UA,1033,N836UA,166,-2,-1,TPA,ORD,1012,15,0,NA
2003,1,14,2,719,725,911,UA,1033,N802UA,166,-3,-6,TPA,ORD,1012,11,0,NA
2003,1,15,3,744,725,911,UA,1033,N827UA,166,30,19,TPA,ORD,1012,10,0,NA
2003,1,16,4,720,725,911,UA,1033,N850UA,166,-22,-5,TPA,ORD,1012,9,0,NA
2003,1,17,5,723,725,911,UA,1033,N843UA,166,3,-2,TPA,ORD,1012,13,0,NA
2003,1,18,6,720,725,911,UA,1033,N835UA,166,-17,-5,TPA,ORD,1012,10,0,NA
2003,1,19,7,725,725,911,UA,1033,N822UA,166,15,0,TPA,ORD,1012,13,0,NA
2003,1,20,1,726,725,911,UA,1033,N841UA,166,14,1,TPA,ORD,1012,13,0,NA
2003,1,21,2,718,725,911,UA,1033,N834UA,166,5,-7,TPA,ORD,1012,9,0,NA
2003,1,22,3,717,725,911,UA,1033,N424UA,166,-8,-8,TPA,ORD,1012,10,0,NA
2003,1,23,4,NA,725,911,UA,1033,000000,166,NA,NA,TPA,ORD,1012,0,1,NA
2003,1,24,5,722,725,911,UA,1033,N826UA,166,2,-3,TPA,ORD,1012,10,0,NA
2003,1,25,6,723,725,911,UA,1033,N845UA,166,6,-2,TPA,ORD,1012,22,0,NA
2003,1,26,7,720,725,911,UA,1033,N811UA,166,0,-5,TPA,ORD,1012,8,0,NA
2003,1,27,1,717,725,911,UA,1033,N496UA,166,-10,-8,TPA,ORD,1012,10,0,NA
2003,1,28,2,715,725,911,UA,1033,N828UA,166,-10,-10,TPA,ORD,1012,16,0,NA
2003,1,29,3,722,725,911,UA,1033,N818UA,166,-7,-3,TPA,ORD,1012,12,0,NA
2003,1,30,4,720,725,911,UA,1033,N834UA,166,-6,-5,TPA,ORD,1012,12,0,NA
2003,1,31,5,722,725,911,UA,1033,N810UA,166,15,-3,TPA,ORD,1012,12,0,NA
2003,1,1,3,2114,2105,2317,UA,1034,N332UA,72,0,9,ORD,DTW,235,14,0,NA
2003,1,2,4,2117,2105,2317,UA,1034,N336UA,72,4,12,ORD,DTW,235,10,0,NA
2003,1,3,5,2103,2105,2317,UA,1034,N348UA,72,-13,-2,ORD,DTW,235,11,0,NA
2003,1,4,6,2113,2105,2317,UA,1034,N303UA,72,6,8,ORD,DTW,235,16,0,NA
